id,"tanggal (WIB)","waktu (WIB)",lintang,bujur,"tingkat kepercayaan",satelit,"radius kemungkinan",kecamatan,kabupaten,provinsi,tipe
505381,2022-09-23,13:17:38,-1.90425205,114.36419678,8,noaa20,1125,Mantangai,Kapuas,"Kalimantan Tengah",Pixel
505382,2022-09-23,13:17:38,-1.90373874,114.36743164,8,noaa20,1125,Mantangai,Kapuas,"Kalimantan Tengah",Pixel
505383,2022-09-23,13:17:38,-1.89320016,114.36580658,8,noaa20,1125,Mantangai,Kapuas,"Kalimantan Tengah",Pixel
505384,2022-09-23,13:17:38,-1.13147044,115.56303406,8,noaa20,1125,Lampeong,"Barito Utara","Kalimantan Tengah",Pixel
505385,2022-09-23,13:17:38,-1.13087559,115.56673431,8,noaa20,1125,Lampeong,"Barito Utara","Kalimantan Tengah",Pixel
505386,2022-09-23,13:17:38,-1.11823428,115.39044189,8,noaa20,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
505387,2022-09-23,13:17:38,-1.11760008,115.39432526,8,noaa20,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
505388,2022-09-23,13:17:38,-1.11645687,115.38991547,8,noaa20,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
505389,2022-09-23,13:17:38,-1.11585033,115.39380646,7,noaa20,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
505390,2022-09-23,13:17:38,-1.01224029,115.38288879,8,noaa20,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
505391,2022-09-23,13:17:38,-1.01160967,115.3867569,8,noaa20,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
505392,2022-09-23,13:17:38,-1.01053309,115.38269806,8,noaa20,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
505393,2022-09-23,13:17:38,-0.96042889,115.22048187,8,noaa20,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
505394,2022-09-23,13:17:38,-0.98510069,115.03108215,8,noaa20,1125,"Teweh Baru","Barito Utara","Kalimantan Tengah",Pixel
505395,2022-09-23,13:17:38,-0.92142391,115.08188629,8,noaa20,1125,"Teweh Baru","Barito Utara","Kalimantan Tengah",Pixel
505397,2022-09-23,13:17:38,-0.84510398,114.77694702,8,noaa20,1125,"Lahei Barat","Barito Utara","Kalimantan Tengah",Pixel
505404,2022-09-23,13:17:38,-0.58368176,114.64710236,7,noaa20,1125,Murung,"Murung Raya","Kalimantan Tengah",Pixel
505405,2022-09-23,13:17:38,-0.58425051,114.64359283,8,noaa20,1125,Murung,"Murung Raya","Kalimantan Tengah",Pixel
505407,2022-09-23,13:17:38,-0.75916177,112.09820557,8,noaa20,1125,"Seruyan Hulu",Seruyan,"Kalimantan Tengah",Pixel
505408,2022-09-23,13:17:38,-0.76377487,112.09873962,8,noaa20,1125,"Seruyan Hulu",Seruyan,"Kalimantan Tengah",Pixel
505409,2022-09-23,13:17:38,-0.33505189,114.79164124,8,noaa20,1125,"Laung Tuhup","Murung Raya","Kalimantan Tengah",Pixel
505410,2022-09-23,13:17:38,-0.33449864,114.79521942,8,noaa20,1125,"Laung Tuhup","Murung Raya","Kalimantan Tengah",Pixel
506191,2022-09-25,10:11:00,-2.6849710941314697,111.63750457763672,7,terra,3000,"Arut Selatan","Waringin Barat","Kalimantan Tengah",Pixel
506399,2022-09-25,11:50:00,-0.64763606,114.7589798,8,snpp,1125,"Laung Tuhup","Murung Raya","Kalimantan Tengah",Pixel
506680,2022-09-25,12:38:22,-3.0354898,112.50939941,8,noaa20,1125,"Seruyan Hilir",Seruyan,"Kalimantan Tengah",Pixel
506696,2022-09-25,12:38:22,-1.68507111,111.14574432,8,noaa20,1125,Delang,Lamandau,"Kalimantan Tengah",Pixel
506697,2022-09-25,12:38:22,-1.47665823,111.14081573,8,noaa20,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
506708,2022-09-25,12:38:22,-0.68143743,114.82022095,8,noaa20,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
506804,2022-09-25,13:30:58,-1.62780452,110.90765381,8,snpp,1125,Delang,Lamandau,"Kalimantan Tengah",Pixel
507850,2022-09-26,13:12:04,-1.87395263,115.2831955,8,snpp,1125,Paku,"Barito Timur","Kalimantan Tengah",Pixel
507851,2022-09-26,13:12:04,-1.73857832,115.26212311,8,snpp,1125,"Dusun Tengah","Barito Timur","Kalimantan Tengah",Pixel
507855,2022-09-26,13:12:04,-1.12631106,115.56815338,8,snpp,1125,Lampeong,"Barito Utara","Kalimantan Tengah",Pixel
508391,2022-09-27,12:00:30,-2.36330009,114.75564575,8,noaa20,1125,"Dusun Hilir","Barito Selatan","Kalimantan Tengah",Pixel
508399,2022-09-27,12:00:30,-2.17511058,115.27125549,8,noaa20,1125,"Benua Lima","Barito Timur","Kalimantan Tengah",Pixel
508400,2022-09-27,12:00:30,-2.17461658,115.27462006,8,noaa20,1125,"Benua Lima","Barito Timur","Kalimantan Tengah",Pixel
508404,2022-09-27,12:00:30,-2.09953928,115.28113556,8,noaa20,1125,"Patang Kepulau Tutui","Barito Timur","Kalimantan Tengah",Pixel
508405,2022-09-27,12:00:30,-2.10493088,115.2818985,8,noaa20,1125,"Patang Kepulau Tutui","Barito Timur","Kalimantan Tengah",Pixel
508406,2022-09-27,12:00:30,-2.2737484,113.86672974,8,noaa20,1125,Sabangau,Palangkaraya,"Kalimantan Tengah",Pixel
508411,2022-09-27,12:00:30,-1.703192,115.28303528,8,noaa20,1125,"Dusun Tengah","Barito Timur","Kalimantan Tengah",Pixel
508412,2022-09-27,12:00:30,-1.70267749,115.28639221,8,noaa20,1125,"Dusun Tengah","Barito Timur","Kalimantan Tengah",Pixel
508416,2022-09-27,12:00:30,-2.06498289,111.93856812,8,noaa20,1125,"Arut Utara","Waringin Barat","Kalimantan Tengah",Pixel
508417,2022-09-27,12:00:30,-1.51631677,115.19272614,8,noaa20,1125,"Gn. Bintang Awai","Barito Selatan","Kalimantan Tengah",Pixel
508418,2022-09-27,12:00:30,-1.49221182,115.22345734,8,noaa20,1125,"Gn. Bintang Awai","Barito Selatan","Kalimantan Tengah",Pixel
508419,2022-09-27,12:00:30,-1.48150718,115.22183228,8,noaa20,1125,"Gn. Bintang Awai","Barito Selatan","Kalimantan Tengah",Pixel
508421,2022-09-27,12:00:30,-1.41474295,115.22919464,8,noaa20,1125,"Gn. Bintang Awai","Barito Selatan","Kalimantan Tengah",Pixel
508422,2022-09-27,12:00:30,-1.41424572,115.2325592,8,noaa20,1125,"Gn. Bintang Awai","Barito Selatan","Kalimantan Tengah",Pixel
508423,2022-09-27,12:00:30,-1.50034583,114.61893463,8,noaa20,1125,Timpah,Kapuas,"Kalimantan Tengah",Pixel
508424,2022-09-27,12:00:30,-1.50469589,114.61938477,8,noaa20,1125,Timpah,Kapuas,"Kalimantan Tengah",Pixel
508425,2022-09-27,12:00:30,-1.38117719,115.24773407,8,noaa20,1125,"Gn. Bintang Awai","Barito Selatan","Kalimantan Tengah",Pixel
508426,2022-09-27,12:00:30,-1.32713699,115.28061676,8,noaa20,1125,"Gunung Timang","Barito Utara","Kalimantan Tengah",Pixel
508427,2022-09-27,12:00:30,-1.28847063,115.22369385,8,noaa20,1125,"Gunung Timang","Barito Utara","Kalimantan Tengah",Pixel
508428,2022-09-27,12:00:30,-1.28653228,115.2236557,8,noaa20,1125,"Gunung Timang","Barito Utara","Kalimantan Tengah",Pixel
508429,2022-09-27,12:00:30,-1.60187602,113.2311554,8,noaa20,1125,"Pulau Malam",Katingan,"Kalimantan Tengah",Pixel
508430,2022-09-27,12:00:30,-1.53197992,112.91065216,8,noaa20,1125,"Katingan Tengah",Katingan,"Kalimantan Tengah",Pixel
508431,2022-09-27,12:00:30,-1.53650248,112.911026,8,noaa20,1125,"Katingan Tengah",Katingan,"Kalimantan Tengah",Pixel
508432,2022-09-27,12:00:30,-1.14080656,115.34450531,8,noaa20,1125,"Gunung Timang","Barito Utara","Kalimantan Tengah",Pixel
508440,2022-09-27,12:00:30,-1.01910472,115.3321991,8,noaa20,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
508441,2022-09-27,12:00:30,-1.25541842,113.32058716,8,noaa20,1125,"Mahuning Raya","Gunung Mas","Kalimantan Tengah",Pixel
508442,2022-09-27,12:00:30,-1.25722539,113.3188858,8,noaa20,1125,"Mahuning Raya","Gunung Mas","Kalimantan Tengah",Pixel
508444,2022-09-27,12:00:30,-1.13029623,113.82027435,8,noaa20,1125,Kurun,"Gunung Mas","Kalimantan Tengah",Pixel
508453,2022-09-27,12:00:30,-0.70143914,114.86867523,7,noaa20,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508454,2022-09-27,12:00:30,-0.70196784,114.86510468,8,noaa20,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508455,2022-09-27,12:00:30,-0.70039088,114.86312866,8,noaa20,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508456,2022-09-27,12:00:30,-0.69983488,114.86667633,7,noaa20,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508464,2022-09-27,12:00:30,-0.53681284,114.57314301,8,noaa20,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
508807,2022-09-27,12:51:43,-3.26892543,112.82514954,8,snpp,1125,"Teluk Sampit","Waringin Timur","Kalimantan Tengah",Pixel
508846,2022-09-27,12:51:43,-2.36173153,114.75540161,8,snpp,1125,"Dusun Hilir","Barito Selatan","Kalimantan Tengah",Pixel
508850,2022-09-27,12:51:43,-2.19501138,115.25968933,8,snpp,1125,"Benua Lima","Barito Timur","Kalimantan Tengah",Pixel
508855,2022-09-27,12:51:43,-2.14939499,115.21298218,8,snpp,1125,"Dusun Timur","Barito Timur","Kalimantan Tengah",Pixel
508856,2022-09-27,12:51:43,-2.11408496,115.27952576,8,snpp,1125,"Benua Lima","Barito Timur","Kalimantan Tengah",Pixel
508857,2022-09-27,12:51:43,-2.58364296,112.15848541,8,snpp,1125,Hanau,Seruyan,"Kalimantan Tengah",Pixel
508858,2022-09-27,12:51:43,-2.09625649,115.27229309,8,snpp,1125,"Patang Kepulau Tutui","Barito Timur","Kalimantan Tengah",Pixel
508859,2022-09-27,12:51:43,-2.0858705,115.31549072,8,snpp,1125,"Patang Kepulau Tutui","Barito Timur","Kalimantan Tengah",Pixel
508860,2022-09-27,12:51:43,-2.08304405,115.18605804,8,snpp,1125,"Dusun Timur","Barito Timur","Kalimantan Tengah",Pixel
508861,2022-09-27,12:51:43,-2.27180028,113.86506653,8,snpp,1125,Sabangau,Palangkaraya,"Kalimantan Tengah",Pixel
508862,2022-09-27,12:51:43,-2.27122164,113.86882782,8,snpp,1125,Sabangau,Palangkaraya,"Kalimantan Tengah",Pixel
508866,2022-09-27,12:51:43,-1.9285295,115.29224396,8,snpp,1125,Awang,"Barito Timur","Kalimantan Tengah",Pixel
508867,2022-09-27,12:51:43,-1.87579668,115.27709198,8,snpp,1125,Paku,"Barito Timur","Kalimantan Tengah",Pixel
508868,2022-09-27,12:51:43,-1.8777951,115.26399231,8,snpp,1125,Paku,"Barito Timur","Kalimantan Tengah",Pixel
508875,2022-09-27,12:51:43,-1.76829064,115.00521088,8,snpp,1125,"Pematang Karau","Barito Timur","Kalimantan Tengah",Pixel
508876,2022-09-27,12:51:43,-1.85897577,114.3475647,8,snpp,1125,Mantangai,Kapuas,"Kalimantan Tengah",Pixel
508877,2022-09-27,12:51:43,-1.85836422,114.35151672,8,snpp,1125,Mantangai,Kapuas,"Kalimantan Tengah",Pixel
508879,2022-09-27,12:51:43,-2.15620208,112.16662598,8,snpp,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
508880,2022-09-27,12:51:43,-1.67742443,115.1373291,8,snpp,1125,"Raren Batuah","Barito Timur","Kalimantan Tengah",Pixel
508881,2022-09-27,12:51:43,-1.65733206,115.16981506,8,snpp,1125,"Raren Batuah","Barito Timur","Kalimantan Tengah",Pixel
508883,2022-09-27,12:51:43,-1.57277501,115.16673279,8,snpp,1125,"Gn. Bintang Awai","Barito Selatan","Kalimantan Tengah",Pixel
508884,2022-09-27,12:51:43,-1.52937448,115.22714996,8,snpp,1125,"Gn. Bintang Awai","Barito Selatan","Kalimantan Tengah",Pixel
508885,2022-09-27,12:51:43,-1.52869809,115.23153687,8,snpp,1125,"Gn. Bintang Awai","Barito Selatan","Kalimantan Tengah",Pixel
508890,2022-09-27,12:51:43,-1.48711038,115.22984314,8,snpp,1125,"Gn. Bintang Awai","Barito Selatan","Kalimantan Tengah",Pixel
508891,2022-09-27,12:51:43,-1.47409129,115.2297821,8,snpp,1125,"Gn. Bintang Awai","Barito Selatan","Kalimantan Tengah",Pixel
508892,2022-09-27,12:51:43,-1.47594655,115.22821808,8,snpp,1125,"Gn. Bintang Awai","Barito Selatan","Kalimantan Tengah",Pixel
508893,2022-09-27,12:51:43,-1.94023752,112.10062408,8,snpp,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
508895,2022-09-27,12:51:43,-1.89930761,112.10157013,8,snpp,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
508898,2022-09-27,12:51:43,-1.33618844,115.27773285,8,snpp,1125,"Gunung Timang","Barito Utara","Kalimantan Tengah",Pixel
508899,2022-09-27,12:51:43,-1.39879441,114.86594391,8,snpp,1125,"Dusun Utara","Barito Selatan","Kalimantan Tengah",Pixel
508900,2022-09-27,12:51:43,-1.53587282,113.86990356,8,snpp,1125,"Sepang Simin","Gunung Mas","Kalimantan Tengah",Pixel
508902,2022-09-27,12:51:43,-1.26535654,114.93349457,8,snpp,1125,Montallat,"Barito Utara","Kalimantan Tengah",Pixel
508903,2022-09-27,12:51:43,-1.21738887,115.19756317,8,snpp,1125,"Gunung Timang","Barito Utara","Kalimantan Tengah",Pixel
508904,2022-09-27,12:51:43,-1.11643708,115.67662811,8,snpp,1125,Lampeong,"Barito Utara","Kalimantan Tengah",Pixel
508905,2022-09-27,12:51:43,-1.35680497,113.88983917,8,snpp,1125,"Mihing Raya","Gunung Mas","Kalimantan Tengah",Pixel
508908,2022-09-27,12:51:43,-1.46222675,112.95619965,8,snpp,1125,"Katingan Tengah",Katingan,"Kalimantan Tengah",Pixel
508910,2022-09-27,12:51:43,-1.06821501,115.31729126,8,snpp,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
508911,2022-09-27,12:51:43,-1.40415215,113.08733368,8,snpp,1125,"Sanaman Mantikei",Katingan,"Kalimantan Tengah",Pixel
508912,2022-09-27,12:51:43,-1.40754259,113.08784485,8,snpp,1125,"Sanaman Mantikei",Katingan,"Kalimantan Tengah",Pixel
508913,2022-09-27,12:51:43,-1.04871738,115.31903076,8,snpp,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
508914,2022-09-27,12:51:43,-1.01146209,115.43559265,8,snpp,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
508916,2022-09-27,12:51:43,-0.97397101,115.40209961,8,snpp,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
508917,2022-09-27,12:51:43,-1.09045625,114.61539459,8,snpp,1125,"Teweh Tengah","Barito Utara","Kalimantan Tengah",Pixel
508918,2022-09-27,12:51:43,-1.01803744,114.99023438,8,snpp,1125,"Teweh Baru","Barito Utara","Kalimantan Tengah",Pixel
508920,2022-09-27,12:51:43,-0.93853629,115.40604401,8,snpp,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
508922,2022-09-27,12:51:43,-0.9333362,115.41461182,8,snpp,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
508926,2022-09-27,12:51:43,-1.20687985,113.37465668,8,snpp,1125,"Mahuning Raya","Gunung Mas","Kalimantan Tengah",Pixel
508929,2022-09-27,12:51:43,-1.12887418,113.82042694,8,snpp,1125,Kurun,"Gunung Mas","Kalimantan Tengah",Pixel
508930,2022-09-27,12:51:43,-0.90477788,115.09986115,8,snpp,1125,Lahei,"Barito Utara","Kalimantan Tengah",Pixel
508933,2022-09-27,12:51:43,-0.91862386,114.86226654,8,snpp,1125,"Teweh Tengah","Barito Utara","Kalimantan Tengah",Pixel
508936,2022-09-27,12:51:43,-0.98037332,113.94393158,8,snpp,1125,"Kapuas Hulu",Kapuas,"Kalimantan Tengah",Pixel
508937,2022-09-27,12:51:43,-0.83211672,114.86751556,8,snpp,1125,Lahei,"Barito Utara","Kalimantan Tengah",Pixel
508940,2022-09-27,12:51:43,-0.80231255,114.79302216,8,snpp,1125,"Lahei Barat","Barito Utara","Kalimantan Tengah",Pixel
508941,2022-09-27,12:51:43,-0.73840523,114.97354126,8,snpp,1125,"Lahei Barat","Barito Utara","Kalimantan Tengah",Pixel
508942,2022-09-27,12:51:43,-0.73202586,114.86636353,8,snpp,1125,"Lahei Barat","Barito Utara","Kalimantan Tengah",Pixel
508944,2022-09-27,12:51:43,-0.79933804,114.2807312,8,snpp,1125,"Permata Intan","Murung Raya","Kalimantan Tengah",Pixel
508946,2022-09-27,12:51:43,-0.69825441,114.86563873,8,snpp,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508947,2022-09-27,12:51:43,-0.69053221,114.84256744,8,snpp,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508948,2022-09-27,12:51:43,-0.65304047,114.88974762,8,snpp,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508949,2022-09-27,12:51:43,-0.65672809,114.89029694,8,snpp,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508950,2022-09-27,12:51:43,-0.65409422,114.89079285,8,snpp,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508951,2022-09-27,12:51:43,-0.65040731,114.89022827,8,snpp,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508952,2022-09-27,12:51:43,-0.68656528,114.72455597,8,snpp,1125,"Laung Tuhup","Murung Raya","Kalimantan Tengah",Pixel
508953,2022-09-27,12:51:43,-0.64867318,114.87670898,8,snpp,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508954,2022-09-27,12:51:43,-0.65235561,114.87729645,8,snpp,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508955,2022-09-27,12:51:43,-0.64267033,114.79213715,8,snpp,1125,"Laung Tuhup","Murung Raya","Kalimantan Tengah",Pixel
508958,2022-09-27,12:51:43,-0.58287567,114.4276886,8,snpp,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
508963,2022-09-27,12:51:43,-0.45598918,114.88899994,8,snpp,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508964,2022-09-27,12:51:43,-0.42640415,114.8944397,8,snpp,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508965,2022-09-27,12:51:43,-0.43009883,114.89503479,8,snpp,1125,"Barito Tuhup Raya","Murung Raya","Kalimantan Tengah",Pixel
508969,2022-09-27,12:51:43,-0.29104587,114.48297119,8,snpp,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
508970,2022-09-27,12:51:43,-0.29186296,114.4824295,8,snpp,1125,"Tanah Siang","Murung Raya","Kalimantan Tengah",Pixel
509045,2022-09-27,13:42:55,-3.26451635,112.82042694,8,noaa20,1125,"Teluk Sampit","Waringin Timur","Kalimantan Tengah",Pixel
509167,2022-09-28,00:42:57,-1.28953803,114.76943207,8,noaa20,1125,Montallat,"Barito Utara","Kalimantan Tengah",Pixel
509168,2022-09-28,00:42:57,-1.29066133,114.75467682,8,noaa20,1125,Montallat,"Barito Utara","Kalimantan Tengah",Pixel
509169,2022-09-28,00:42:57,-1.29177642,114.76177979,8,noaa20,1125,Montallat,"Barito Utara","Kalimantan Tengah",Pixel
509180,2022-09-28,00:42:57,-3.02262187,113.75514221,8,noaa20,1125,"Kahayan Kuala",Pulangpisau,"Kalimantan Tengah",Pixel
509185,2022-09-28,00:42:57,-3.15112305,113.6431427,8,noaa20,1125,"Kahayan Kuala",Pulangpisau,"Kalimantan Tengah",Pixel
509690,2022-09-28,12:32:48,-2.34361887,114.75518036,7,snpp,1125,"Dusun Hilir","Barito Selatan","Kalimantan Tengah",Pixel
509691,2022-09-28,12:32:48,-2.34703922,114.75569153,7,snpp,1125,"Dusun Hilir","Barito Selatan","Kalimantan Tengah",Pixel
509697,2022-09-28,12:32:48,-2.16162729,115.22735596,7,snpp,1125,"Dusun Timur","Barito Timur","Kalimantan Tengah",Pixel
509702,2022-09-28,12:32:48,-2.03487515,115.15988922,8,snpp,1125,Awang,"Barito Timur","Kalimantan Tengah",Pixel
509703,2022-09-28,12:32:48,-1.98349059,115.20328522,8,snpp,1125,Awang,"Barito Timur","Kalimantan Tengah",Pixel
509710,2022-09-28,12:32:48,-2.32922411,112.64209747,8,snpp,1125,Telawang,"Waringin Timur","Kalimantan Tengah",Pixel
509711,2022-09-28,12:32:48,-2.32889557,112.64432526,7,snpp,1125,Telawang,"Waringin Timur","Kalimantan Tengah",Pixel
509714,2022-09-28,12:32:48,-2.41764569,111.32830048,8,snpp,1125,"Kotawaringin Lama","Waringin Barat","Kalimantan Tengah",Pixel
509720,2022-09-28,12:32:48,-2.20795894,111.08079529,8,snpp,1125,"Permata Kecubung",Sukamara,"Kalimantan Tengah",Pixel
509722,2022-09-28,12:32:48,-1.96953845,112.0187912,8,snpp,1125,"Arut Utara","Waringin Barat","Kalimantan Tengah",Pixel
509723,2022-09-28,12:32:48,-1.93195319,112.08282471,8,snpp,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
509724,2022-09-28,12:32:48,-1.92369103,112.03195953,8,snpp,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
509725,2022-09-28,12:32:48,-1.86358488,112.05998993,8,snpp,1125,"Seruyan Tengah",Seruyan,"Kalimantan Tengah",Pixel
509726,2022-09-28,12:32:48,-1.90190053,111.73071289,8,snpp,1125,"Menthobi Raya",Lamandau,"Kalimantan Tengah",Pixel
509728,2022-09-28,12:32:48,-1.8770355,111.59853363,8,snpp,1125,"Bulik Timur",Lamandau,"Kalimantan Tengah",Pixel
509742,2022-09-28,12:32:48,-1.15769696,115.59117126,8,snpp,1125,Lampeong,"Barito Utara","Kalimantan Tengah",Pixel
509743,2022-09-28,12:32:48,-1.135252,115.69451141,8,snpp,1125,Lampeong,"Barito Utara","Kalimantan Tengah",Pixel
509745,2022-09-28,12:32:48,-1.19867527,115.20664215,7,snpp,1125,"Gunung Timang","Barito Utara","Kalimantan Tengah",Pixel
509746,2022-09-28,12:32:48,-1.63616538,112.27668762,7,snpp,1125,"Bukit Santuai","Waringin Timur","Kalimantan Tengah",Pixel
509748,2022-09-28,12:32:48,-1.80640018,111.08314514,8,snpp,1125,Lamadau,Lamandau,"Kalimantan Tengah",Pixel
509749,2022-09-28,12:32:48,-1.80440474,111.07949066,8,snpp,1125,Lamadau,Lamandau,"Kalimantan Tengah",Pixel
509750,2022-09-28,12:32:48,-1.80697203,111.07944489,8,snpp,1125,Lamadau,Lamandau,"Kalimantan Tengah",Pixel
509773,2022-09-28,12:32:48,-1.40088952,112.93908691,8,snpp,1125,"Katingan Tengah",Katingan,"Kalimantan Tengah",Pixel
509779,2022-09-28,12:32:48,-1.61092567,111.04689026,8,snpp,1125,Delang,Lamandau,"Kalimantan Tengah",Pixel
509781,2022-09-28,12:32:48,-1.55581093,111.33498383,8,snpp,1125,"Belantika Raya",Lamandau,"Kalimantan Tengah",Pixel
509782,2022-09-28,12:32:48,-1.60991669,110.9597168,8,snpp,1125,Delang,Lamandau,"Kalimantan Tengah",Pixel
509783,2022-09-28,12:32:48,-1.60642564,110.96247101,8,snpp,1125,Delang,Lamandau,"Kalimantan Tengah",Pixel
509784,2022-09-28,12:32:48,-1.60516763,110.96292877,8,snpp,1125,Delang,Lamandau,"Kalimantan Tengah",Pixel
509785,2022-09-28,12:32:48,-1.60558224,110.93264771,8,snpp,1125,Delang,Lamandau,"Kalimantan Tengah",Pixel
509786,2022-09-28,12:32:48,-1.60662329,110.93215179,8,snpp,1125,Delang,Lamandau,"Kalimantan Tengah",Pixel
509787,2022-09-28,12:32:48,-1.57672167,111.06517029,8,snpp,1125,Delang,Lamandau,"Kalimantan Tengah",Pixel
509794,2022-09-28,12:32:48,-0.89454114,115.3681488,8,snpp,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
509795,2022-09-28,12:32:48,-0.89788181,115.36865997,8,snpp,1125,"Teweh Timur","Barito Utara","Kalimantan Tengah",Pixel
509801,2022-09-28,12:32:48,-1.51132464,111.1636734,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509805,2022-09-28,12:32:48,-0.94739449,114.8147583,7,snpp,1125,"Teweh Tengah","Barito Utara","Kalimantan Tengah",Pixel
509806,2022-09-28,12:32:48,-1.4981606,111.13961029,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509807,2022-09-28,12:32:48,-1.49763763,111.14311218,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509808,2022-09-28,12:32:48,-1.49353707,111.1424942,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509809,2022-09-28,12:32:48,-1.49246144,111.1497345,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509810,2022-09-28,12:32:48,-0.99190229,114.45001984,8,snpp,1125,"Kapuas Tengah",Kapuas,"Kalimantan Tengah",Pixel
509811,2022-09-28,12:32:48,-1.48425603,111.1485672,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509812,2022-09-28,12:32:48,-1.48372066,111.15218353,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509814,2022-09-28,12:32:48,-1.46729147,111.15000916,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509815,2022-09-28,12:32:48,-1.47087777,111.15409088,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509816,2022-09-28,12:32:48,-1.46822178,111.14976501,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509817,2022-09-28,12:32:48,-1.47193968,111.14687347,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509818,2022-09-28,12:32:48,-1.47245073,111.14340973,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509819,2022-09-28,12:32:48,-1.47289348,111.14665222,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509820,2022-09-28,12:32:48,-1.47343326,111.14315796,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509821,2022-09-28,12:32:48,-1.45349848,111.1364975,8,snpp,1125,"Batang Kawa",Lamandau,"Kalimantan Tengah",Pixel
509825,2022-09-28,12:32:48,-0.94772559,114.02297974,8,snpp,1125,"Kapuas Hulu",Kapuas,"Kalimantan Tengah",Pixel
509827,2022-09-28,12:32:48,-1.20689642,111.78162384,8,snpp,1125,"Suling Tambun",Seruyan,"Kalimantan Tengah",Pixel
509831,2022-09-28,12:32:48,-0.76125908,114.38451385,7,snpp,1125,"Permata Intan","Murung Raya","Kalimantan Tengah",Pixel
509834,2022-09-28,12:32:48,-0.68275857,114.67067719,8,snpp,1125,Murung,"Murung Raya","Kalimantan Tengah",Pixel
